"","X","Home.Team","Away.Team","Score","Half.Time.Score","Match.Excitement","Home.Team.Rating","Away.Team.Rating","Home.Team.Possession..","Away.Team.Possession..","Home.Team.Off.Target.Shots","Home.Team.On.Target.Shots","Home.Team.Total.Shots","Home.Team.Blocked.Shots","Home.Team.Corners","Home.Team.Throw.Ins","Home.Team.Pass.Success..","Home.Team.Aerials.Won","Home.Team.Clearances","Home.Team.Fouls","Home.Team.Yellow.Cards","Home.Team.Second.Yellow.Cards","Home.Team.Red.Cards","Away.Team.Off.Target.Shots","Away.Team.On.Target.Shots","Away.Team.Total.Shots","Away.Team.Blocked.Shots","Away.Team.Corners","Away.Team.Throw.Ins","Away.Team.Pass.Success..","Away.Team.Aerials.Won","Away.Team.Clearances","Away.Team.Fouls","Away.Team.Yellow.Cards","Away.Team.Second.Yellow.Cards","Away.Team.Red.Cards","Home.Team.Goals.Scored","Away.Team.Goals.Scored","Home.Team.Goals.Conceeded","Away.Team.Goals.Conceeded","year"
"1411",1410,"GIRONA","DEPORTIVO","2-0","1-0",3.7,6.8,5.3,49,51,1,6,9,2,2,25,76,18,24,17,1,0,0,2,4,8,2,2,24,74,30,14,16,4,0,0,2,0,0,2,2017
"1412",1411,"EIBAR","REAL MADRID","1-2","0-1",5.9,5.6,6.8,45,55,5,3,12,4,8,25,76,18,23,12,1,0,0,4,6,12,2,6,30,79,20,38,7,1,0,0,1,2,2,1,2017
"1413",1412,"SEVILLA FC","VALENCIA","0-2","0-1",4.9,5.6,6.9,62,38,11,5,21,5,7,31,83,16,14,15,4,0,0,3,5,10,2,3,13,74,10,35,15,2,0,0,0,2,2,0,2017
"1414",1413,"GETAFE","LEVANTE","0-1","0-0",3.9,5.2,6.1,44,56,9,3,13,1,4,29,60,15,23,14,5,0,0,5,3,11,3,7,22,69,33,23,16,7,0,1,0,1,1,0,2017
"1415",1414,"MÁLAGA","BARCELONA","0-2","0-2",4.6,4.8,7.6,24,76,4,2,6,0,2,15,65,11,17,15,1,0,1,7,9,20,4,5,24,90,16,20,9,1,0,0,0,2,2,0,2017
"1416",1415,"ESPANYOL","REAL SOCIEDAD","2-1","0-1",6.3,6.6,5.2,48,52,9,7,18,2,6,16,79,9,7,18,0,0,0,3,5,11,3,4,23,82,13,19,14,2,0,0,2,1,1,2,2017
"1417",1416,"ATLETICO MADRID","CELTA","3-0","1-0",4.8,7.6,5.4,45,55,3,3,7,1,6,20,78,13,14,14,1,0,0,4,2,9,3,4,16,84,6,16,10,2,0,0,3,0,0,3,2017
"1418",1417,"LAS PALMAS","VILLARREAL","0-2","0-0",4.5,5.4,6.8,55,45,2,3,9,4,7,20,82,15,15,15,1,0,1,6,4,11,1,3,24,78,19,30,17,1,0,0,0,2,2,0,2017
"1419",1418,"ATHLETIC","LEGANÉS","2-0","2-0",4.1,6.8,5,44,56,7,5,13,1,3,25,68,36,31,12,2,0,0,10,1,12,1,6,26,77,32,17,14,5,0,0,2,0,0,2,2017
"1420",1419,"ALAVÉS","REAL BETIS","1-3","0-2",5,5.4,7.2,48,52,7,1,10,2,6,34,73,24,11,18,3,0,0,3,4,10,3,2,18,77,25,35,17,2,0,0,1,3,3,1,2017
"1421",1420,"LEVANTE","EIBAR","2-1","1-0",5.5,5.9,5.8,33,67,1,3,6,2,4,20,62,14,32,11,4,0,0,6,5,13,2,5,34,79,20,14,11,3,0,0,2,1,1,2,2017
"1422",1421,"DEPORTIVO","LAS PALMAS","1-1","1-1",4.2,6.5,6.3,46,54,9,3,13,1,9,25,73,21,21,24,3,0,0,5,1,8,2,2,29,76,14,23,12,3,0,0,1,1,1,1,2017
"1423",1422,"VALENCIA","ALAVÉS","3-1","2-0",6.9,7.6,4.9,60,40,11,10,24,3,9,22,88,12,13,8,1,0,0,8,4,16,4,2,13,78,13,21,14,1,0,0,3,1,1,3,2017
"1424",1423,"REAL SOCIEDAD","GETAFE","1-2","1-1",5.3,5.2,6.3,68,32,2,2,8,4,7,24,78,26,17,13,3,0,0,2,5,9,2,1,26,64,10,35,21,7,0,0,1,2,2,1,2017
"1425",1424,"REAL BETIS","ESPANYOL","3-0","1-0",4.4,8.1,5.1,69,31,3,4,9,2,3,18,87,6,16,15,1,0,0,2,1,4,1,5,23,71,7,11,11,3,0,0,3,0,0,3,2017
"1426",1425,"LEGANÉS","SEVILLA FC","2-1","1-0",6.1,7,5.6,35,65,5,6,11,0,5,23,71,12,21,14,2,0,0,4,4,10,2,4,33,82,20,16,11,3,1,0,2,1,1,2,2017
"1427",1426,"BARCELONA","ATHLETIC","2-0","2-0",5.6,7.6,5.5,59,41,5,9,17,3,6,15,85,12,19,7,2,0,0,4,3,10,3,5,19,76,13,10,14,2,0,0,2,0,0,2,2017
"1428",1427,"CELTA","MÁLAGA","0-0","0-0",2.6,5.7,6.8,53,47,5,3,11,3,4,12,72,23,19,17,3,0,0,4,0,5,1,5,19,73,19,29,24,2,0,0,0,0,0,0,2017
"1429",1428,"VILLARREAL","ATLETICO MADRID","2-1","0-1",6.9,6.7,5.4,63,37,9,5,17,3,5,19,87,16,15,13,5,0,0,4,2,8,2,4,14,79,12,27,16,3,0,1,2,1,1,2,2017
"1430",1429,"REAL MADRID","GIRONA","6-3","1-1",10,7.9,4.6,65,35,4,14,20,2,6,13,91,9,19,13,1,0,0,4,6,10,0,7,19,84,11,19,13,2,0,0,6,3,3,6,2017
"1431",1430,"GIRONA","LEVANTE","1-1","0-0",5.3,6.6,5.9,49,51,6,5,12,1,5,25,75,25,21,13,1,0,0,5,6,15,4,7,24,77,13,12,12,3,0,0,1,1,1,1,2017
"1432",1431,"ATHLETIC","CELTA","1-1","0-0",5.1,6.2,6.7,45,55,7,2,12,3,4,25,74,28,21,10,3,0,0,3,3,13,7,5,22,78,14,20,10,1,0,0,1,1,1,1,2017
"1433",1432,"LAS PALMAS","REAL MADRID","0-3","0-2",5.6,4.6,7.5,51,49,10,3,17,4,3,18,85,11,8,11,3,0,0,6,7,17,4,4,13,83,12,17,17,0,0,0,0,3,3,0,2017
"1434",1433,"SEVILLA FC","BARCELONA","2-2","1-0",10,6.2,6.9,40,60,10,6,21,5,5,18,83,11,23,11,2,0,0,6,9,20,5,9,18,87,7,16,7,0,0,0,2,2,2,2,2017
"1435",1434,"ESPANYOL","ALAVÉS","0-0","0-0",3,6.2,6.6,57,43,4,3,12,5,6,21,82,25,20,18,3,0,0,4,4,13,5,5,20,71,30,28,12,2,0,0,0,0,0,0,2017
"1436",1435,"LEGANÉS","VALENCIA","0-1","0-0",2.4,5.9,6.8,48,52,3,1,8,4,5,27,78,21,11,14,3,0,0,1,1,3,1,2,17,81,14,25,17,4,0,0,0,1,1,0,2017
"1437",1436,"EIBAR","REAL SOCIEDAD","0-0","0-0",2.1,5.9,6.2,52,48,9,3,15,3,8,31,70,29,6,13,4,0,0,5,0,7,2,1,35,70,24,24,10,2,0,0,0,0,0,0,2017
"1438",1437,"MÁLAGA","VILLARREAL","1-0","1-0",3.3,7.4,5,41,59,5,3,14,6,3,21,76,21,27,17,2,0,0,6,1,11,4,6,24,81,27,17,13,3,0,0,1,0,0,1,2017
"1439",1438,"ATLETICO MADRID","DEPORTIVO","1-0","1-0",3.8,6.2,5.6,52,48,6,3,15,6,9,31,86,15,24,14,2,0,0,6,2,10,2,7,15,83,13,25,15,3,0,0,1,0,0,1,2017
"1440",1439,"GETAFE","REAL BETIS","0-1","0-0",4.3,5.3,6.7,33,67,4,4,8,0,4,27,70,10,4,21,4,0,0,2,4,7,1,0,24,85,12,20,9,2,0,0,0,1,1,0,2017
"1441",1440,"DEPORTIVO","MÁLAGA","3-2","1-1",7.9,6.5,5.4,48,52,4,6,14,4,7,19,79,25,34,16,4,0,0,4,2,9,3,6,22,79,24,19,14,3,0,0,3,2,2,3,2017
"1442",1441,"ALAVÉS","GETAFE","2-0","0-0",3.1,6.2,4.7,48,52,7,2,11,2,1,27,59,36,26,17,2,0,0,2,1,5,2,3,29,59,21,18,22,3,0,0,2,0,0,2,2017
"1443",1442,"CELTA","SEVILLA FC","4-0","1-0",5.9,7.7,5.4,47,53,3,6,12,3,3,29,77,11,15,8,1,0,0,9,6,16,1,10,14,82,15,12,12,2,0,0,4,0,0,4,2017
"1444",1443,"REAL BETIS","EIBAR","2-0","1-0",4.1,7,5.4,47,53,5,4,14,5,7,14,77,16,27,10,2,0,0,2,2,5,1,8,31,78,14,13,11,2,0,0,2,0,0,2,2017
"1445",1444,"BARCELONA","LEGANÉS","3-1","2-0",5.9,7.5,5.6,68,32,4,6,12,2,5,28,86,15,15,14,2,0,0,6,1,11,4,3,12,74,10,14,12,4,0,0,3,1,1,3,2017
"1446",1445,"LEVANTE","LAS PALMAS","2-1","1-0",6.5,5.5,5.9,41,59,4,4,11,3,4,28,69,18,23,19,5,1,1,9,5,17,3,5,14,78,21,20,10,3,0,0,2,1,1,2,2017
"1447",1446,"REAL MADRID","ATLETICO MADRID","1-1","0-0",6.2,6.9,6.1,69,31,12,8,30,10,11,20,92,21,12,12,2,0,0,2,5,9,2,2,8,79,3,28,17,3,0,0,1,1,1,1,2017
"1448",1447,"REAL SOCIEDAD","GIRONA","5-0","2-0",5.6,9,4.2,50,50,6,7,13,0,4,25,76,28,15,8,2,0,0,3,1,8,5,5,26,74,13,6,20,2,0,0,5,0,0,5,2017
"1449",1448,"VALENCIA","ESPANYOL","1-0","1-0",4.5,6.5,6.2,47,53,5,6,14,3,4,13,86,7,15,17,3,0,0,8,6,21,7,3,20,87,10,5,10,2,0,0,1,0,0,1,2017
"1450",1449,"VILLARREAL","ATHLETIC","1-3","0-1",7.2,4.4,7.8,49,51,4,2,8,2,3,20,75,17,12,17,4,1,0,2,13,17,2,6,13,81,27,20,11,5,0,0,1,3,3,1,2017
"1451",1450,"GIRONA","REAL BETIS","0-1","0-1",3.3,5.7,6.1,42,58,2,5,10,3,6,25,73,14,7,24,7,0,0,7,2,10,1,4,7,79,19,31,18,5,0,0,0,1,1,0,2017
"1452",1451,"SEVILLA FC","VILLARREAL","2-2","0-1",7.9,5.8,6,58,42,8,4,17,5,10,16,84,17,7,11,4,1,0,0,4,7,3,2,13,82,16,49,23,2,1,0,2,2,2,2,2017
"1453",1452,"BARCELONA","VALENCIA","2-1","1-0",7.2,6.9,6,62,38,5,7,12,0,6,19,88,8,9,9,2,0,0,6,6,17,5,5,16,85,5,23,11,2,0,0,2,1,1,2,2017
"1454",1453,"LAS PALMAS","REAL SOCIEDAD","0-1","0-1",3.9,5.5,7.2,48,52,6,0,7,1,4,27,81,16,17,6,0,0,0,6,11,20,3,6,27,83,18,18,17,2,0,0,0,1,1,0,2017
"1455",1454,"LEGANÉS","CELTA","1-0","0-0",3.4,6.6,5.2,40,60,8,7,19,4,8,24,64,23,10,22,3,0,0,2,2,5,1,3,17,75,32,21,17,3,0,0,1,0,0,1,2017
"1456",1455,"ATHLETIC","DEPORTIVO","2-3","0-2",7.5,5.7,7.5,61,39,7,4,13,2,11,29,85,17,14,5,2,0,0,2,3,5,0,6,28,76,17,33,9,1,0,0,2,3,3,2,2017
"1457",1456,"EIBAR","ALAVÉS","0-1","0-1",3,6,6.1,67,33,10,4,20,6,12,33,78,26,15,11,2,0,0,1,1,2,0,1,23,57,34,50,18,1,0,0,0,1,1,0,2017
"1458",1457,"ATLETICO MADRID","LEVANTE","3-0","1-0",5,8,5.7,57,43,2,5,13,6,8,27,86,11,18,9,2,0,0,2,3,11,6,3,20,79,8,17,13,1,0,0,3,0,0,3,2017
"1459",1458,"GETAFE","ESPANYOL","1-0","0-0",3,5.8,5.8,38,62,4,4,13,5,4,24,66,18,26,19,5,1,0,4,0,6,2,3,18,80,23,17,13,2,0,0,1,0,0,1,2017
"1460",1459,"MÁLAGA","REAL MADRID","1-2","0-1",6.2,5.5,6.6,38,62,8,3,14,3,4,18,83,8,22,12,4,0,0,5,6,16,5,7,11,89,14,14,9,0,0,0,1,2,2,1,2017
"1461",1460,"DEPORTIVO","SEVILLA FC","0-0","0-0",4.4,6.5,6.3,37,63,11,6,22,5,7,13,80,16,22,8,0,0,0,11,7,24,6,9,20,85,12,17,8,2,0,0,0,0,0,0,2017
"1462",1461,"CELTA","BARCELONA","2-2","1-1",9.1,6.8,5.7,48,52,9,8,18,1,6,8,83,10,11,9,3,0,0,5,6,14,3,4,26,81,11,21,7,0,0,1,2,2,2,2,2017
"1463",1462,"VILLARREAL","LEGANÉS","2-1","1-0",5.7,7.1,5.7,57,43,5,6,17,6,10,16,85,19,18,14,1,0,0,4,1,6,1,4,22,74,11,17,14,1,0,0,2,1,1,2,2017
"1464",1463,"ESPANYOL","EIBAR","0-1","0-1",2.8,6,6.7,54,46,2,4,10,4,3,30,71,30,27,17,3,0,0,2,1,5,2,6,24,65,29,27,17,2,0,0,0,1,1,0,2017
"1465",1464,"VALENCIA","GETAFE","1-2","0-1",5.3,5.9,6.3,64,36,5,3,10,2,7,23,80,34,15,10,1,0,1,3,3,8,2,5,31,64,16,29,14,7,0,0,1,2,2,1,2017
"1466",1465,"REAL MADRID","ATHLETIC","1-1","0-1",6.5,7.2,5.6,66,34,11,10,29,8,16,22,87,13,10,6,2,0,0,2,2,6,2,2,18,71,14,41,19,4,0,0,1,1,1,1,2017
"1467",1466,"ALAVÉS","GIRONA","1-2","0-0",6.8,4.9,7.1,51,49,7,5,12,0,3,32,76,23,18,15,4,0,0,2,5,14,7,6,8,79,28,34,12,4,0,0,1,2,2,1,2017
"1468",1467,"REAL SOCIEDAD","ATLETICO MADRID","3-0","1-0",5.5,8.2,5.5,57,43,6,4,12,2,6,23,86,17,17,13,1,0,0,4,2,9,3,6,23,79,15,12,13,0,0,0,3,0,0,3,2017
"1469",1468,"REAL BETIS","LAS PALMAS","1-0","0-0",4.3,6.4,5.1,56,44,6,8,17,3,6,20,86,13,13,18,3,0,0,0,0,1,1,3,11,78,16,10,17,4,1,0,1,0,0,1,2017
"1470",1469,"LEVANTE","MÁLAGA","1-0","0-0",3.5,6.5,5.8,51,49,6,2,11,3,4,24,84,23,17,9,1,0,0,5,2,10,3,3,18,81,13,24,17,1,0,0,1,0,0,1,2017
"1471",1470,"LEGANÉS","DEPORTIVO","0-0","0-0",2.4,6,7.1,54,46,8,1,13,5,9,40,78,20,12,12,0,0,0,6,2,12,4,4,20,71,17,31,13,2,0,0,0,0,0,0,2017
"1472",1471,"EIBAR","GETAFE","0-1","0-1",3,5.3,6.6,66,34,8,2,13,3,8,36,73,41,23,15,4,0,0,0,4,7,3,3,33,41,30,44,16,1,0,0,0,1,1,0,2017
"1473",1472,"CELTA","VALENCIA","1-1","0-0",4.6,6.2,6.5,61,39,6,3,10,1,4,14,86,14,17,14,1,0,0,7,7,17,3,3,15,77,23,19,19,2,0,0,1,1,1,1,2017
"1474",1473,"GIRONA","ESPANYOL","0-2","0-1",4.2,5.7,6.4,59,41,9,6,19,4,10,21,81,18,4,18,1,0,0,1,4,5,0,0,19,72,27,35,18,2,0,0,0,2,2,0,2017
"1475",1474,"MÁLAGA","REAL SOCIEDAD","2-0","2-0",4,7.3,5.2,33,67,1,4,5,0,5,20,76,11,18,16,4,0,0,11,2,15,2,3,25,91,16,10,0,1,0,0,2,0,0,2,2017
"1476",1475,"LAS PALMAS","ALAVÉS","0-4","0-0",5.6,4.9,8.4,67,33,9,1,12,2,3,24,88,10,5,14,2,0,0,1,7,10,2,3,19,75,16,17,19,2,0,0,0,4,4,0,2017
"1477",1476,"ATLETICO MADRID","REAL BETIS","0-0","0-0",3.1,6.6,6.8,32,68,6,2,10,2,8,26,70,18,14,17,2,0,0,3,4,10,3,3,16,88,11,18,14,5,0,0,0,0,0,0,2017
"1478",1477,"ATHLETIC","LEVANTE","1-3","1-2",7.3,4.7,7.7,54,46,6,5,18,7,2,25,77,23,30,13,3,0,0,3,7,11,1,9,17,77,15,24,14,3,0,0,1,3,3,1,2017
"1479",1478,"BARCELONA","VILLARREAL","5-1","3-0",7.4,8,5.6,56,44,2,6,12,4,4,12,91,2,13,6,0,0,0,8,7,20,5,4,14,88,4,6,15,3,0,0,5,1,1,5,2017
"1480",1479,"SEVILLA FC","REAL MADRID","3-2","2-0",9.5,6.7,5.4,35,65,5,6,14,3,2,17,80,16,22,21,3,0,0,10,4,14,0,3,18,91,8,8,8,1,0,0,3,2,2,3,2017
"1481",1480,"LEVANTE","SEVILLA FC","2-1","1-1",6.1,6.8,6,44,56,6,5,15,4,4,13,81,15,31,4,1,0,0,9,4,22,9,8,15,81,12,22,15,1,0,0,2,1,1,2,2017
"1482",1481,"ESPANYOL","LAS PALMAS","1-1","0-1",5.4,6,6.4,54,46,5,7,16,4,6,17,86,15,28,18,2,0,0,3,2,13,8,7,18,78,17,24,22,4,0,0,1,1,1,1,2017
"1483",1482,"REAL SOCIEDAD","ATHLETIC","3-1","2-0",6.8,6.3,4.9,52,48,8,4,17,5,3,29,79,16,20,16,3,0,1,3,3,9,3,7,24,74,15,4,16,6,0,0,3,1,1,3,2017
"1484",1483,"REAL MADRID","LEGANÉS","2-1","2-0",6.5,6.7,5.7,59,41,6,5,12,1,3,16,85,15,18,16,0,0,0,7,6,16,3,2,21,82,13,10,15,1,0,1,2,1,1,2,2017
"1485",1484,"VILLARREAL","CELTA","4-1","3-1",7.2,7.7,5.2,38,62,5,7,13,1,5,16,80,11,15,14,2,0,0,5,4,15,6,7,11,88,15,13,8,0,0,0,4,1,1,4,2017
"1486",1485,"GETAFE","GIRONA","1-1","1-1",4.8,4.5,6.4,39,61,4,2,10,4,4,22,64,15,22,19,6,0,1,10,2,15,3,4,15,79,20,13,21,4,0,0,1,1,1,1,2017
"1487",1486,"ALAVÉS","ATLETICO MADRID","0-1","0-0",4.2,5.2,5.8,40,60,3,3,7,1,3,26,65,10,20,14,4,0,0,7,6,15,2,4,24,79,26,28,12,5,1,0,0,1,1,0,2017
"1488",1487,"VALENCIA","EIBAR","0-0","0-0",2.6,6.8,6,59,41,9,5,16,2,8,34,78,18,15,12,2,0,0,1,2,8,5,2,18,66,9,24,19,3,0,0,0,0,0,0,2017
"1489",1488,"DEPORTIVO","BARCELONA","2-4","1-2",9,5.1,7.5,38,62,9,5,17,3,6,10,86,5,18,9,1,0,0,8,9,21,4,7,16,89,11,19,9,1,0,0,2,4,4,2,2017
"1490",1489,"REAL BETIS","MÁLAGA","2-1","1-1",5.4,6.7,5.6,63,37,3,3,12,6,6,19,86,12,15,9,1,0,0,5,3,9,1,4,27,78,11,15,17,4,0,0,2,1,1,2,2017
"1491",1490,"SEVILLA FC","REAL SOCIEDAD","1-0","0-0",3.6,6.8,5.4,41,59,5,6,16,5,6,17,78,19,23,17,4,0,0,5,1,11,5,4,23,85,11,18,13,2,0,0,1,0,0,1,2017
"1492",1491,"GIRONA","EIBAR","1-4","0-2",6.6,4.7,6.9,58,42,8,5,16,3,6,29,77,26,19,11,2,0,0,6,6,15,3,5,22,67,25,19,13,5,0,0,1,4,4,1,2017
"1493",1492,"ATHLETIC","REAL BETIS","2-0","0-0",5.7,6.8,6,42,58,8,5,14,1,4,20,84,16,15,13,0,0,0,3,3,6,0,5,16,86,12,16,12,2,0,0,2,0,0,2,2017
"1494",1493,"CELTA","DEPORTIVO","1-1","1-0",4.9,5.6,7.3,52,48,3,4,13,6,4,25,83,10,20,6,4,0,0,4,2,11,5,10,24,77,21,20,11,2,0,0,1,1,1,1,2017
"1495",1494,"VILLARREAL","VALENCIA","1-0","0-0",4,6.7,5.9,57,43,9,5,15,1,7,15,87,10,7,18,5,0,0,4,2,6,0,3,18,80,14,17,18,3,0,0,1,0,0,1,2017
"1496",1495,"MÁLAGA","ALAVÉS","0-3","0-1",5.5,5,7.8,53,47,7,4,16,5,6,19,82,21,17,15,2,0,0,2,7,13,4,7,16,78,27,30,13,1,0,0,0,3,3,0,2017
"1497",1496,"ATLETICO MADRID","ESPANYOL","0-2","0-0",4.9,5.7,7.3,45,55,4,3,9,2,6,17,83,21,15,9,1,0,0,5,5,14,4,3,20,85,18,23,13,3,0,0,0,2,2,0,2017
"1498",1497,"LAS PALMAS","GETAFE","0-1","0-0",4.5,6.3,5.7,69,31,11,4,21,6,9,24,81,16,12,8,0,0,0,5,1,8,2,4,22,59,27,24,28,2,0,0,0,1,1,0,2017
"1499",1498,"BARCELONA","REAL MADRID","2-2","1-1",7.7,6.1,6.6,50,50,4,4,11,3,6,13,87,5,10,8,3,0,1,8,5,17,4,5,9,91,7,6,20,5,0,0,2,2,2,2,2017
"1500",1499,"LEGANÉS","LEVANTE","0-3","0-0",4.9,4.8,7.8,42,58,8,2,14,4,6,16,81,11,12,15,5,0,1,4,3,10,3,5,16,83,18,18,11,1,0,0,0,3,3,0,2017
"1501",1500,"REAL SOCIEDAD","LEGANÉS","3-2","2-1",7.3,6.8,5.4,61,39,5,6,11,0,5,22,84,10,10,8,1,0,0,5,3,9,1,1,21,74,14,12,12,2,0,0,3,2,2,3,2017
"1502",1501,"ALAVÉS","ATHLETIC","3-1","1-0",5.4,7.1,5.5,38,62,1,3,4,0,0,13,69,13,23,15,2,0,0,8,3,13,2,8,27,79,16,2,13,5,0,0,3,1,1,3,2017
"1503",1502,"EIBAR","LAS PALMAS","1-0","1-0",3,6.3,6,49,51,4,4,9,1,3,27,68,26,23,13,3,0,0,2,2,7,3,11,36,67,22,17,12,1,0,0,1,0,0,1,2017
"1504",1503,"GETAFE","ATLETICO MADRID","0-1","0-1",3.5,5.6,6.7,52,48,5,4,11,2,8,25,71,15,7,13,3,0,0,2,3,5,0,2,20,72,17,20,17,2,0,0,0,1,1,0,2017
"1505",1504,"REAL BETIS","SEVILLA FC","2-2","1-0",7.2,6.5,6.2,49,51,2,5,9,2,4,15,81,11,21,9,1,0,0,4,5,13,4,5,23,81,10,15,19,4,0,0,2,2,2,2,2017
"1506",1505,"DEPORTIVO","VILLARREAL","2-4","0-3",8.9,5.6,7.2,52,48,8,7,16,1,11,20,88,6,14,14,3,0,0,2,7,11,2,0,9,87,13,27,5,0,0,0,2,4,4,2,2017
"1507",1506,"GIRONA","VALENCIA","0-1","0-0",3.8,5.9,6.5,56,44,5,4,16,7,6,25,82,13,7,16,1,0,0,1,4,10,5,2,12,79,14,19,11,3,0,0,0,1,1,0,2017
"1508",1507,"REAL MADRID","CELTA","6-0","3-0",6.4,9.5,3.5,57,43,2,10,15,3,4,23,90,8,8,5,0,0,0,3,1,5,1,2,17,84,7,17,10,1,0,0,6,0,0,6,2017
"1509",1508,"ESPANYOL","MÁLAGA","4-1","3-1",5.9,7.4,4.6,67,33,6,7,19,6,5,28,85,14,19,13,0,0,0,3,3,9,3,3,25,73,8,17,19,2,0,0,4,1,1,4,2017
"1510",1509,"LEVANTE","BARCELONA","5-4","2-1",10,6.9,5.7,35,65,4,7,12,1,3,12,75,5,23,18,6,0,0,3,7,18,8,8,21,88,9,9,12,6,0,0,5,4,4,5,2017
"1511",1510,"CELTA","LEVANTE","4-2","2-1",8,8.1,5.2,63,37,7,9,20,4,5,15,86,11,9,9,1,0,0,1,3,7,3,3,21,77,5,21,15,2,0,0,4,2,2,4,2017
"1512",1511,"LEGANÉS","REAL BETIS","3-2","1-1",8.2,6.2,6.3,30,70,4,3,8,1,6,15,77,7,8,9,1,1,0,6,8,17,3,4,10,92,6,11,9,0,0,0,3,2,2,3,2017
"1513",1512,"MÁLAGA","GETAFE","0-1","0-0",2.8,5.2,6.8,40,60,3,2,6,1,2,17,59,24,17,19,4,0,0,6,3,11,2,9,23,76,26,14,12,1,0,0,0,1,1,0,2017
"1514",1513,"SEVILLA FC","ALAVÉS","1-0","1-0",5.1,7.1,5.6,61,39,6,8,20,6,8,18,89,14,12,15,2,0,0,4,4,10,2,3,12,81,8,21,12,2,0,0,1,0,0,1,2017
"1515",1514,"LAS PALMAS","GIRONA","1-2","1-2",5.5,6.2,6.6,63,37,4,7,13,2,4,20,84,25,15,7,1,0,0,3,6,11,2,3,17,69,13,25,19,2,0,0,1,2,2,1,2017
"1516",1515,"VILLARREAL","REAL MADRID","2-2","0-2",8.3,6.3,6.6,39,61,4,5,14,5,4,19,87,6,18,13,4,0,0,7,7,16,2,5,20,92,11,8,10,3,0,0,2,2,2,2,2017
"1517",1516,"VALENCIA","DEPORTIVO","2-1","1-0",6.9,6.5,6.4,57,43,13,5,22,4,8,13,89,15,13,8,0,0,0,3,7,12,2,4,19,83,1,18,11,0,0,0,2,1,1,2,2017
"1518",1517,"ATHLETIC","ESPANYOL","0-1","0-1",3.6,5.9,6.7,56,44,7,3,12,2,7,14,84,21,14,4,0,0,0,5,4,11,2,7,17,78,14,30,11,1,0,0,0,1,1,0,2017
"1519",1518,"ATLETICO MADRID","EIBAR","2-2","1-1",7.2,5.8,6.3,51,49,4,4,8,0,2,30,78,17,18,14,5,1,0,7,3,14,4,2,11,75,21,11,14,2,0,0,2,2,2,2,2017
"1520",1519,"BARCELONA","REAL SOCIEDAD","1-0","0-0",3.7,6.9,6,61,39,6,4,12,2,3,12,90,7,18,13,3,0,0,8,2,13,3,8,7,83,8,12,13,2,0,0,1,0,0,1,2017
"1521",1520,"GIRONA","VALLADOLID","0-0","0-0",1.7,6.6,5.7,68,32,10,1,13,2,3,29,85,35,14,21,1,0,0,1,1,2,0,2,21,63,21,30,20,1,0,0,0,0,0,0,2018
"1522",1521,"REAL BETIS","LEVANTE","0-3","0-1",5.8,6,7.1,77,23,10,8,22,4,5,22,91,16,14,10,0,0,0,2,4,6,0,3,18,65,10,35,10,2,0,0,0,3,3,0,2018
"1523",1522,"CELTA","ESPANYOL","1-1","0-1",4.5,6.3,6.5,48,52,8,2,12,2,8,16,80,16,15,13,3,0,0,4,5,14,5,7,18,80,9,18,14,2,0,0,1,1,1,1,2018
"1524",1523,"VILLARREAL","REAL SOCIEDAD","1-2","1-1",5.9,5.5,6.5,52,48,3,7,16,6,4,23,79,17,10,16,2,0,0,4,4,9,1,6,24,78,19,20,10,3,0,0,1,2,2,1,2018
"1525",1524,"BARCELONA","ALAVÉS","3-0","0-0",6.2,7.9,5,79,21,12,9,25,4,7,26,90,14,2,6,0,0,0,2,0,3,1,1,6,66,2,35,13,2,0,0,3,0,0,3,2018
"1526",1525,"EIBAR","HUESCA","1-2","0-2",5.8,4.9,7.4,69,31,8,6,18,4,7,27,82,23,5,12,1,0,0,1,6,8,1,0,16,67,22,49,13,1,0,0,1,2,2,1,2018
"1527",1526,"RAYO VALLECANO","SEVILLA FC","1-4","0-3",6.3,4.9,7.5,48,52,5,2,13,6,2,25,84,14,23,6,1,0,0,7,8,17,2,6,22,84,10,17,15,0,0,0,1,4,4,1,2018
"1528",1527,"REAL MADRID","GETAFE","2-0","1-0",3.9,7.3,5,78,22,5,3,10,2,3,23,91,11,8,11,1,0,0,2,1,5,2,0,17,65,8,14,28,7,0,0,2,0,0,2,2018
"1529",1528,"VALENCIA","ATLETICO MADRID","1-1","0-1",5,6.6,6.4,51,49,8,4,13,1,4,20,83,19,31,10,2,0,0,3,3,9,3,10,19,80,17,17,15,3,0,0,1,1,1,1,2018
"1530",1529,"ATHLETIC","LEGANÉS","2-1","1-1",5.9,6.3,5.4,66,34,9,5,17,3,6,19,84,26,16,12,4,0,0,7,2,11,2,2,23,70,30,28,13,5,0,0,2,1,1,2,2018
"1531",1530,"GETAFE","EIBAR","2-0","1-0",3.8,6.3,5.4,36,64,3,4,7,0,5,38,52,22,43,14,2,0,0,8,0,9,1,5,32,64,26,10,11,1,0,0,2,0,0,2,2018
"1532",1531,"LEGANÉS","REAL SOCIEDAD","2-2","0-2",7.5,5.8,6.3,67,33,9,5,18,4,5,26,82,29,4,12,1,0,0,1,6,7,0,0,14,66,33,42,9,2,0,0,2,2,2,2,2018
