"","X","Home.Team","Away.Team","Score","Half.Time.Score","Match.Excitement","Home.Team.Rating","Away.Team.Rating","Home.Team.Possession..","Away.Team.Possession..","Home.Team.Off.Target.Shots","Home.Team.On.Target.Shots","Home.Team.Total.Shots","Home.Team.Blocked.Shots","Home.Team.Corners","Home.Team.Throw.Ins","Home.Team.Pass.Success..","Home.Team.Aerials.Won","Home.Team.Clearances","Home.Team.Fouls","Home.Team.Yellow.Cards","Home.Team.Second.Yellow.Cards","Home.Team.Red.Cards","Away.Team.Off.Target.Shots","Away.Team.On.Target.Shots","Away.Team.Total.Shots","Away.Team.Blocked.Shots","Away.Team.Corners","Away.Team.Throw.Ins","Away.Team.Pass.Success..","Away.Team.Aerials.Won","Away.Team.Clearances","Away.Team.Fouls","Away.Team.Yellow.Cards","Away.Team.Second.Yellow.Cards","Away.Team.Red.Cards","Home.Team.Goals.Scored","Away.Team.Goals.Scored","Home.Team.Goals.Conceeded","Away.Team.Goals.Conceeded","year"
"1289",1288,"VILLARREAL","BARCELONA","0-2","0-0",5.7,5.4,7.1,32,68,3,5,9,1,2,13,79,5,18,18,2,0,1,7,6,16,3,4,12,89,5,6,13,1,0,0,0,2,2,0,2017
"1290",1289,"ESPANYOL","GIRONA","0-1","0-1",3.7,5.3,7.1,53,47,4,3,8,1,8,31,74,18,22,9,1,0,0,6,5,12,1,6,31,72,23,39,17,3,0,0,0,1,1,0,2017
"1291",1290,"SEVILLA FC","LEVANTE","0-0","0-0",3.5,6.6,6.3,61,39,6,6,16,4,8,17,83,13,23,22,2,0,0,6,2,10,2,5,22,72,17,21,14,3,0,0,0,0,0,0,2017
"1292",1291,"ATHLETIC","REAL SOCIEDAD","0-0","0-0",2.1,6,6.5,39,61,4,2,7,1,6,22,73,20,24,14,3,0,0,5,2,10,3,6,29,81,17,23,9,0,0,0,0,0,0,0,2017
"1293",1292,"EIBAR","VALENCIA","2-1","0-0",5.4,6.5,5.5,52,48,8,3,14,3,5,29,69,20,22,13,1,0,0,3,3,7,1,6,32,66,29,28,13,4,0,0,2,1,1,2,2017
"1294",1293,"ATLETICO MADRID","ALAVÉS","1-0","0-0",2.8,6.8,5.9,64,36,3,4,10,3,4,26,82,18,20,14,3,0,0,5,0,11,6,4,20,68,18,28,16,4,0,0,1,0,0,1,2017
"1295",1294,"GIRONA","GETAFE","1-0","1-0",2.8,6.6,4.8,45,55,3,2,9,4,1,17,65,20,33,20,2,0,0,3,0,7,4,7,27,75,12,14,25,6,0,0,1,0,0,1,2017
"1296",1295,"CELTA","VILLARREAL","0-1","0-1",3.6,5.7,6.8,65,35,7,3,10,0,2,27,87,9,11,11,1,0,0,2,5,8,1,2,9,80,13,30,19,3,0,0,0,1,1,0,2017
"1297",1296,"LAS PALMAS","ESPANYOL","2-2","0-2",8.3,6.6,5.8,61,39,6,5,14,3,9,19,86,13,12,6,3,0,0,2,3,8,3,2,14,79,8,33,25,3,0,0,2,2,2,2,2017
"1298",1297,"BARCELONA","DEPORTIVO","4-0","2-0",7.6,8,4.6,61,39,9,11,23,3,6,12,89,2,15,12,0,0,0,4,3,10,3,3,15,80,8,15,10,1,0,0,4,0,0,4,2017
"1299",1298,"MÁLAGA","REAL BETIS","0-2","0-1",4.4,5.2,6.8,45,55,10,2,18,6,3,20,76,19,16,15,2,0,1,3,4,10,3,4,15,81,18,30,15,2,0,0,0,2,2,0,2017
"1300",1299,"LEGANÉS","REAL MADRID","1-3","1-2",6.2,5.2,8,40,60,3,3,7,1,6,16,76,10,7,18,3,0,0,4,7,13,2,5,18,87,13,17,7,1,0,0,1,3,3,1,2017
"1301",1300,"LEVANTE","LEGANÉS","0-0","0-0",2.8,5.7,6.1,57,43,4,3,10,3,6,21,76,14,17,21,5,1,0,6,2,10,2,5,15,68,21,19,17,5,1,0,0,0,0,0,2017
"1302",1301,"GETAFE","LAS PALMAS","2-0","2-0",4.8,6.6,6,33,67,6,7,13,0,3,24,71,8,16,23,3,0,0,9,6,17,2,1,18,86,9,9,11,1,0,0,2,0,0,2,2017
"1303",1302,"REAL SOCIEDAD","SEVILLA FC","3-1","1-1",6.4,6.7,5.5,50,50,7,5,14,2,4,16,85,9,17,9,1,0,0,4,4,9,1,5,19,85,9,26,18,5,0,0,3,1,1,3,2017
"1304",1303,"EIBAR","GIRONA","4-1","2-1",5.5,7.2,4.7,50,50,9,6,16,1,3,31,68,17,20,14,1,0,0,3,1,6,2,2,35,67,17,30,18,2,0,0,4,1,1,4,2017
"1305",1304,"ALAVÉS","MÁLAGA","1-0","0-0",3.5,6.6,5.7,41,59,4,5,13,4,4,19,70,17,41,14,3,0,0,5,3,10,2,4,32,79,16,19,18,4,0,0,1,0,0,1,2017
"1306",1305,"REAL BETIS","ATHLETIC","0-2","0-1",6.3,4.5,7,52,48,6,6,16,4,6,20,82,14,22,7,1,0,1,9,7,19,3,9,18,80,11,26,6,2,0,0,0,2,2,0,2017
"1307",1306,"ESPANYOL","ATLETICO MADRID","1-0","0-0",3.4,7.1,5.2,45,55,3,4,8,1,2,21,72,23,28,18,2,0,0,3,1,9,5,3,23,78,28,24,22,5,0,0,1,0,0,1,2017
"1308",1307,"REAL MADRID","BARCELONA","0-3","0-0",7.8,4.6,8.4,45,55,6,5,14,3,7,17,85,8,14,14,2,0,1,3,11,18,4,7,7,89,7,17,10,2,0,0,0,3,3,0,2017
"1309",1308,"VALENCIA","VILLARREAL","0-1","0-1",4.5,5.6,6.5,55,45,12,3,22,7,14,20,84,15,9,11,6,1,0,6,2,9,1,1,14,79,10,33,21,4,1,0,0,1,1,0,2017
"1310",1309,"DEPORTIVO","CELTA","1-3","0-2",5.5,5.4,7,54,46,7,4,15,4,3,24,78,15,16,20,2,0,0,4,3,7,0,1,23,75,14,27,16,2,0,0,1,3,3,1,2017
"1311",1310,"ATLETICO MADRID","GETAFE","2-0","1-0",4.4,6.5,5.9,61,39,4,5,10,1,5,16,84,7,13,11,6,1,0,1,5,10,4,0,15,73,5,10,16,3,0,0,2,0,0,2,2017
"1312",1311,"VALENCIA","GIRONA","2-1","1-1",6.2,6.5,5.2,59,41,6,7,17,4,9,18,84,18,23,16,5,0,0,3,5,11,3,7,22,77,15,25,14,4,0,0,2,1,1,2,2017
"1313",1312,"LAS PALMAS","EIBAR","1-2","1-0",4.7,5.9,6.5,54,46,1,2,4,1,4,37,71,18,20,13,3,0,0,3,4,13,6,3,23,69,22,24,17,3,0,0,1,2,2,1,2017
"1314",1313,"SEVILLA FC","REAL BETIS","3-5","2-2",8.9,5.2,7.1,49,51,7,3,14,4,12,26,75,26,9,16,3,0,0,2,5,9,2,0,18,80,20,52,18,6,0,0,3,5,5,3,2017
"1315",1314,"LEGANÉS","REAL SOCIEDAD","1-0","0-0",3.7,6.3,6.4,31,69,1,4,8,3,5,18,69,12,29,14,0,0,0,2,5,9,2,6,18,86,15,11,11,1,0,0,1,0,0,1,2017
"1316",1315,"BARCELONA","LEVANTE","3-0","2-0",6.1,7.9,5,72,28,5,8,16,3,3,26,91,7,9,10,0,0,0,5,2,9,2,6,13,76,9,8,22,4,0,0,3,0,0,3,2017
"1317",1316,"VILLARREAL","DEPORTIVO","1-1","1-0",4.8,6.1,7.2,57,43,3,5,11,3,7,24,84,18,20,19,4,0,0,3,3,13,7,5,16,76,22,25,12,3,0,0,1,1,1,1,2017
"1318",1317,"ATHLETIC","ALAVÉS","2-0","1-0",4.5,7.3,4.7,60,40,4,8,14,2,4,24,80,14,13,23,2,0,0,5,1,8,2,1,23,72,9,23,20,4,0,0,2,0,0,2,2017
"1319",1318,"CELTA","REAL MADRID","2-2","1-2",9,5.6,6.4,50,50,5,5,10,0,3,20,82,11,19,10,2,0,0,9,8,19,2,7,16,87,11,17,15,2,0,0,2,2,2,2,2017
"1320",1319,"MÁLAGA","ESPANYOL","0-1","0-1",3,5.6,6.1,60,40,12,2,17,3,6,24,73,31,16,18,2,0,0,2,3,6,1,5,25,67,25,56,11,3,0,0,0,1,1,0,2017
"1321",1320,"GETAFE","MÁLAGA","1-0","0-0",2.7,5.9,5.7,42,58,3,3,7,1,5,35,62,25,20,19,3,0,0,7,2,9,0,2,19,73,17,26,16,1,0,0,1,0,0,1,2017
"1322",1321,"GIRONA","LAS PALMAS","6-0","1-0",5.1,9.1,3.4,43,57,4,8,15,3,5,14,72,19,20,25,2,0,0,1,1,3,1,2,14,77,11,24,20,5,0,0,6,0,0,6,2017
"1323",1322,"REAL MADRID","VILLARREAL","0-1","0-0",5.4,6.4,6.9,58,42,11,7,28,10,11,19,89,10,10,11,2,0,0,3,4,10,3,0,11,85,12,42,12,1,0,0,0,1,1,0,2017
"1324",1323,"EIBAR","ATLETICO MADRID","0-1","0-1",3,5.9,6.3,66,34,3,3,10,4,9,35,76,24,16,12,2,0,0,4,3,7,0,1,24,55,23,36,9,1,0,0,0,1,1,0,2017
"1325",1324,"DEPORTIVO","VALENCIA","1-2","0-1",6,5.7,7.2,52,48,7,2,12,3,8,35,79,15,22,13,1,0,0,4,5,12,3,10,21,83,9,37,8,2,0,0,1,2,2,1,2017
"1326",1325,"LEVANTE","CELTA","0-1","0-1",3.2,5.8,6.7,38,62,7,5,15,3,6,26,74,9,13,19,4,0,0,1,2,3,0,2,13,85,22,34,7,3,0,0,0,1,1,0,2017
"1327",1326,"ALAVÉS","SEVILLA FC","1-0","0-0",3.4,6.2,6.2,37,63,3,3,12,6,5,25,70,20,22,19,4,1,0,10,1,14,3,4,24,80,11,22,12,2,0,0,1,0,0,1,2017
"1328",1327,"ESPANYOL","ATHLETIC","1-1","1-1",3.9,6,6,44,56,4,3,11,4,4,27,73,14,22,14,2,0,0,5,3,8,0,2,14,79,17,18,16,4,0,0,1,1,1,1,2017
"1329",1328,"REAL SOCIEDAD","BARCELONA","2-4","2-1",8.2,5.6,7.4,49,51,4,6,15,5,7,22,85,6,17,14,2,0,0,3,5,11,3,3,23,86,9,18,13,2,0,0,2,4,4,2,2017
"1330",1329,"REAL BETIS","LEGANÉS","3-2","2-1",8.5,6.7,5.1,74,26,4,9,16,3,1,19,90,8,14,12,2,0,0,4,6,10,0,1,17,68,11,23,15,3,0,0,3,2,2,3,2017
"1331",1330,"GETAFE","ATHLETIC","2-2","1-1",7.2,5.1,6,50,50,4,6,17,7,6,36,72,15,13,17,5,0,0,1,5,7,1,2,23,73,24,30,12,1,0,0,2,2,2,2,2017
"1332",1331,"ESPANYOL","SEVILLA FC","0-3","0-2",5,4.8,7.9,55,45,5,0,9,4,8,21,75,13,18,18,4,0,0,4,7,12,1,2,24,74,18,25,14,2,0,0,0,3,3,0,2017
"1333",1332,"ATLETICO MADRID","GIRONA","1-1","1-0",4.3,5.9,7.2,53,47,2,4,9,3,2,19,83,22,14,13,4,0,0,1,3,6,2,1,11,78,17,20,15,3,0,0,1,1,1,1,2017
"1334",1333,"VILLARREAL","LEVANTE","2-1","1-0",7.2,6.6,5.6,58,42,6,6,18,6,6,16,84,15,29,14,2,0,0,9,4,16,3,4,24,72,12,10,16,2,0,0,2,1,1,2,2017
"1335",1334,"LAS PALMAS","VALENCIA","2-1","1-1",7.2,7,4.6,59,41,10,6,20,4,3,30,77,20,12,19,2,0,0,2,8,14,4,6,19,70,15,17,15,7,2,0,2,1,1,2,2017
"1336",1335,"ALAVÉS","LEGANÉS","2-2","0-0",7.3,5.5,6.2,47,53,4,6,14,4,4,30,65,23,23,13,2,1,0,3,4,8,1,6,20,71,25,20,14,3,0,0,2,2,2,2,2017
"1337",1336,"REAL MADRID","DEPORTIVO","7-1","2-1",7.5,9.2,3.6,62,38,8,14,24,2,6,25,89,8,6,7,0,0,0,3,3,6,0,1,15,81,10,31,11,2,0,0,7,1,1,7,2017
"1338",1337,"REAL SOCIEDAD","CELTA","1-2","1-1",5.7,5.5,6.9,56,44,6,2,16,8,8,12,85,12,13,10,1,0,0,3,3,10,4,3,17,79,17,32,7,2,0,0,1,2,2,1,2017
"1339",1338,"REAL BETIS","BARCELONA","0-5","0-0",6.4,4.5,9.1,49,51,4,2,7,1,4,16,82,7,7,13,2,0,0,4,10,14,0,2,25,85,7,12,9,2,0,0,0,5,5,0,2017
"1340",1339,"EIBAR","MÁLAGA","1-1","0-1",4.7,5.8,6.7,70,30,8,4,15,3,8,32,82,30,15,11,1,0,0,6,4,10,0,3,22,59,16,46,11,2,1,0,1,1,1,1,2017
"1341",1340,"ATHLETIC","EIBAR","1-1","0-0",3.4,6.5,6.5,43,57,5,1,7,1,3,27,66,20,33,15,0,0,0,7,2,13,4,7,31,76,14,10,14,0,0,0,1,1,1,1,2017
"1342",1341,"DEPORTIVO","LEVANTE","2-2","2-0",7.5,6.1,5.7,42,58,4,2,8,2,4,18,69,17,27,13,6,1,0,7,4,15,4,7,26,77,26,9,14,5,0,0,2,2,2,2,2017
"1343",1342,"VALENCIA","REAL MADRID","1-4","0-2",6.7,4.5,8.4,43,57,5,4,11,2,4,17,85,8,12,20,2,0,0,4,7,13,2,4,11,88,11,18,22,3,0,0,1,4,4,1,2017
"1344",1343,"MÁLAGA","GIRONA","0-0","0-0",2.3,6,6.5,44,56,5,1,7,1,5,32,75,25,24,18,1,1,0,5,2,11,4,4,26,80,21,24,7,1,0,0,0,0,0,0,2017
"1345",1344,"VILLARREAL","REAL SOCIEDAD","4-2","4-1",8.4,7.4,5.7,38,62,4,7,11,0,2,7,80,12,41,16,1,0,0,9,6,24,9,9,21,86,12,6,6,1,0,0,4,2,2,4,2017
"1346",1345,"LEGANÉS","ESPANYOL","3-2","1-0",8.7,6.6,4.7,43,57,3,6,11,2,1,25,64,14,26,20,2,0,0,6,4,12,2,7,29,69,14,7,19,4,0,0,3,2,2,3,2017
"1347",1346,"ATLETICO MADRID","LAS PALMAS","3-0","0-0",5.6,7.7,5,44,56,9,6,18,3,4,16,77,18,21,17,1,0,0,4,1,9,4,1,18,82,18,24,11,2,0,0,3,0,0,3,2017
"1348",1347,"SEVILLA FC","GETAFE","1-1","0-0",4.3,6.4,6.2,64,36,12,1,15,2,3,31,83,28,15,12,3,0,0,3,2,7,2,4,12,67,10,30,15,3,0,0,1,1,1,1,2017
"1349",1348,"BARCELONA","ALAVÉS","2-1","0-1",6.7,7.6,5.2,78,22,5,12,18,1,8,24,86,17,8,6,0,0,0,1,4,7,2,1,18,60,14,43,19,2,0,0,2,1,1,2,2017
"1350",1349,"CELTA","REAL BETIS","3-2","1-0",7.8,6.7,5.5,42,58,4,5,13,4,7,10,78,13,12,13,1,0,0,3,3,7,1,2,25,83,12,15,8,5,0,0,3,2,2,3,2017
"1351",1350,"REAL SOCIEDAD","DEPORTIVO","5-0","1-0",6.2,8.8,4.2,63,37,8,8,19,3,9,28,83,13,17,11,0,0,0,2,1,4,1,5,20,71,17,21,11,1,0,0,5,0,0,5,2017
"1352",1351,"EIBAR","SEVILLA FC","5-1","3-1",6.3,7.6,4.6,44,56,6,7,17,4,5,30,66,16,19,11,0,0,0,5,3,11,3,3,29,72,22,24,20,3,0,0,5,1,1,5,2017
"1353",1352,"REAL BETIS","VILLARREAL","2-1","1-0",6,6.6,5.6,54,46,4,4,13,5,2,20,83,14,15,11,1,0,0,6,3,12,3,6,25,77,14,18,12,2,0,1,2,1,1,2,2017
"1354",1353,"ALAVÉS","CELTA","2-1","2-0",5.7,6.4,5.9,26,74,2,3,9,4,2,26,65,12,28,13,3,0,0,8,4,16,4,1,28,87,19,9,11,2,0,0,2,1,1,2,2017
"1355",1354,"LEVANTE","REAL MADRID","2-2","1-1",8.8,6.1,7,28,72,3,4,12,5,4,15,69,8,28,14,3,0,0,6,9,23,8,6,25,90,12,14,7,3,0,0,2,2,2,2,2017
"1356",1355,"GETAFE","LEGANÉS","0-0","0-0",2.1,6.1,6.2,50,50,7,1,11,3,5,27,62,12,13,17,2,0,0,1,1,2,0,2,28,68,26,25,20,6,0,0,0,0,0,0,2017
"1357",1356,"ESPANYOL","BARCELONA","1-1","0-0",4.3,6.4,6.3,26,74,2,2,7,3,0,26,62,8,24,15,4,0,0,5,2,12,5,7,34,81,13,10,12,3,0,0,1,1,1,1,2017
"1358",1357,"GIRONA","ATHLETIC","2-0","1-0",4.1,7.3,4.8,39,61,4,3,8,1,2,22,69,22,21,13,1,0,0,8,0,9,1,4,32,78,18,16,14,1,0,0,2,0,0,2,2017
"1359",1358,"ATLETICO MADRID","VALENCIA","1-0","0-0",3.3,6.9,6.3,49,51,7,4,14,3,9,24,85,9,13,18,1,0,0,6,0,9,3,1,17,87,16,24,4,1,0,0,1,0,0,1,2017
"1360",1359,"LAS PALMAS","MÁLAGA","1-0","0-0",3.3,6.6,5.7,66,34,6,4,11,1,4,31,82,22,22,11,2,0,0,3,3,9,3,2,37,60,12,20,17,3,0,0,1,0,0,1,2017
"1361",1360,"ATHLETIC","LAS PALMAS","0-0","0-0",2.5,5.8,6.5,54,46,5,5,11,1,5,27,76,27,15,20,4,0,0,5,2,8,1,2,18,73,18,35,29,4,0,0,0,0,0,0,2017
"1362",1361,"VILLARREAL","ALAVÉS","1-2","0-1",6.4,6,5.7,70,30,15,6,27,6,13,21,81,17,22,16,4,0,0,1,4,5,0,2,20,58,25,44,15,4,0,0,1,2,2,1,2017
"1363",1362,"MÁLAGA","ATLETICO MADRID","0-1","0-1",2.7,6,6.2,48,52,8,3,12,1,3,29,72,25,21,22,3,0,0,3,1,5,1,3,21,73,33,47,19,2,0,0,0,1,1,0,2017
"1364",1363,"LEGANÉS","EIBAR","0-1","0-0",3.6,4.8,6.6,43,57,2,0,2,0,1,31,61,26,40,14,3,1,0,11,6,19,2,10,26,67,36,16,6,2,0,0,0,1,1,0,2017
"1365",1364,"REAL MADRID","REAL SOCIEDAD","5-2","4-0",8.8,7.9,4.9,52,48,6,9,18,3,5,15,89,6,7,11,2,0,0,5,3,8,0,3,12,89,12,13,10,1,0,0,5,2,2,5,2017
"1366",1365,"SEVILLA FC","GIRONA","1-0","0-0",3.9,5.8,5.6,54,46,5,4,12,3,7,20,77,21,23,13,2,0,0,4,6,14,4,2,19,76,17,29,19,2,0,0,1,0,0,1,2017
"1367",1366,"BARCELONA","GETAFE","0-0","0-0",2.7,7,5.9,79,21,3,6,12,3,9,20,88,20,6,7,2,0,0,6,1,10,3,3,13,57,12,30,13,3,0,0,0,0,0,0,2017
"1368",1367,"CELTA","ESPANYOL","2-2","1-1",7.5,6.5,5.8,71,29,5,7,18,6,9,13,89,16,5,9,3,0,0,0,2,3,1,1,15,69,9,36,16,4,0,0,2,2,2,2,2017
"1369",1368,"VALENCIA","LEVANTE","3-1","1-1",7,7.3,4.8,59,41,8,8,18,2,7,18,86,9,21,10,3,0,0,2,1,5,2,9,16,77,5,11,19,4,0,0,3,1,1,3,2017
"1370",1369,"DEPORTIVO","REAL BETIS","0-1","0-0",3.9,6,7,38,62,7,2,16,7,8,23,76,14,14,19,2,0,0,2,4,10,4,1,21,85,14,22,7,0,0,0,0,1,1,0,2017
"1371",1370,"GIRONA","LEGANÉS","3-0","2-0",5.2,7.5,4.2,52,48,5,5,10,0,4,22,73,30,16,12,3,0,0,4,5,10,1,4,35,73,18,25,10,5,0,0,3,0,0,3,2017
"1372",1371,"LAS PALMAS","SEVILLA FC","1-2","0-1",5.6,5.6,6.4,55,45,2,3,11,6,7,26,81,15,8,15,2,0,0,4,6,12,2,5,25,76,18,32,18,3,0,0,1,2,2,1,2017
"1373",1372,"EIBAR","BARCELONA","0-2","0-1",5.5,5.2,7.3,47,53,8,3,13,2,6,18,78,11,1,13,2,1,0,3,6,10,1,0,21,83,13,27,6,1,0,0,0,2,2,0,2017
"1374",1373,"ALAVÉS","DEPORTIVO","1-0","0-0",3.5,6.1,5.6,49,51,7,3,14,4,9,25,73,22,12,17,2,0,0,3,0,5,2,3,25,76,14,29,14,3,0,0,1,0,0,1,2017
"1375",1374,"MÁLAGA","VALENCIA","1-2","1-0",5.4,5.1,6.6,33,67,6,3,10,1,7,20,55,19,18,19,2,0,1,5,3,10,2,2,17,82,29,42,18,4,0,0,1,2,2,1,2017
"1376",1375,"REAL SOCIEDAD","LEVANTE","3-0","2-0",4.6,7.9,5.1,68,32,5,3,13,5,2,18,88,13,19,12,0,0,0,4,1,9,4,4,23,72,6,15,13,2,0,0,3,0,0,3,2017
"1377",1376,"ATLETICO MADRID","ATHLETIC","2-0","0-0",3.7,7,6,58,42,6,4,14,4,5,25,82,16,12,6,3,0,0,3,0,4,1,2,14,75,14,28,12,2,0,0,2,0,0,2,2017
"1378",1377,"ESPANYOL","VILLARREAL","1-1","0-1",4.9,6.7,6,52,48,11,3,15,1,2,23,75,19,12,7,1,0,0,3,3,8,2,5,27,76,22,34,19,7,0,0,1,1,1,1,2017
"1379",1378,"REAL BETIS","REAL MADRID","3-5","2-1",10,5.2,7.2,57,43,9,5,20,6,7,16,86,14,19,7,3,0,0,2,9,12,1,5,28,83,13,10,15,5,0,0,3,5,5,3,2017
"1380",1379,"GETAFE","CELTA","3-0","1-0",4.6,7.6,4.8,32,68,2,5,9,2,5,24,66,14,16,21,4,0,0,2,1,4,1,5,13,82,16,21,15,3,0,0,3,0,0,3,2017
"1381",1380,"DEPORTIVO","ESPANYOL","0-0","0-0",3.3,6.2,5.6,52,48,13,5,18,0,4,31,76,23,23,9,5,0,0,6,1,9,2,2,34,73,26,31,11,1,0,0,0,0,0,0,2017
"1382",1381,"CELTA","EIBAR","2-0","0-0",3.9,6.6,5.4,50,50,5,3,8,0,3,22,71,23,35,11,2,0,0,11,2,15,2,9,32,73,16,13,16,3,0,0,2,0,0,2,2017
"1383",1382,"REAL MADRID","ALAVÉS","4-0","1-0",7.3,8.6,4.6,63,37,11,10,24,3,9,10,90,8,12,9,1,0,0,5,5,11,1,5,8,79,9,22,14,2,0,0,4,0,0,4,2017
"1384",1383,"LEGANÉS","LAS PALMAS","0-0","0-0",2,6.1,6.2,43,57,6,2,12,4,6,24,66,25,18,22,4,0,0,3,1,4,1,5,23,74,20,23,17,5,0,0,0,0,0,0,2017
"1385",1384,"BARCELONA","GIRONA","6-1","4-1",7.3,8.5,4.3,62,38,5,14,21,2,5,21,88,10,13,11,1,0,0,4,4,10,2,3,16,76,6,14,11,1,0,0,6,1,1,6,2017
"1386",1385,"VILLARREAL","GETAFE","1-0","1-0",3.4,6.1,5.4,54,46,3,4,9,2,2,19,78,20,27,16,5,0,0,2,3,5,0,8,27,69,10,13,21,3,0,0,1,0,0,1,2017
"1387",1386,"ATHLETIC","MÁLAGA","2-1","2-1",5.7,5.9,5.1,59,41,1,6,8,1,6,24,76,31,21,12,3,0,0,3,4,8,1,4,20,71,18,33,18,2,1,0,2,1,1,2,2017
"1388",1387,"VALENCIA","REAL SOCIEDAD","2-1","1-0",5.5,6.9,6.1,35,65,2,4,7,1,4,11,77,16,29,12,2,0,0,3,3,9,3,4,30,87,8,12,9,3,0,0,2,1,1,2,2017
"1389",1388,"SEVILLA FC","ATLETICO MADRID","2-5","0-2",9.1,4.9,8.1,60,40,3,5,10,2,5,16,87,14,15,10,3,0,0,3,8,13,2,4,15,82,12,18,24,3,0,0,2,5,5,2,2017
"1390",1389,"LEVANTE","REAL BETIS","0-2","0-0",4.3,5.2,7.4,30,70,6,2,12,4,5,14,70,13,13,17,5,0,0,5,5,15,5,5,21,88,21,14,8,2,0,0,0,2,2,0,2017
"1391",1390,"ESPANYOL","REAL MADRID","1-0","0-0",5,6.9,6.2,38,62,5,7,16,4,3,18,77,17,27,15,1,0,0,5,5,12,2,8,20,85,21,19,10,1,0,0,1,0,0,1,2017
"1392",1391,"GIRONA","CELTA","1-0","1-0",3.2,7.1,5.5,44,56,3,2,11,6,6,22,79,18,31,9,3,0,0,4,2,10,4,4,21,82,22,27,10,2,0,0,1,0,0,1,2017
"1393",1392,"MÁLAGA","SEVILLA FC","0-1","0-1",2.9,5.7,6.6,49,51,6,0,8,2,9,27,76,23,15,19,2,0,0,2,4,6,0,4,23,78,22,39,14,2,0,0,0,1,1,0,2017
"1394",1393,"ATHLETIC","VALENCIA","1-1","0-1",4.3,6.5,6.1,48,52,6,4,11,1,6,21,76,20,16,16,1,0,0,1,4,6,1,1,31,80,28,30,16,2,0,0,1,1,1,1,2017
"1395",1394,"GETAFE","DEPORTIVO","3-0","2-0",4.8,7.2,4.7,42,58,6,5,14,3,10,22,65,20,30,6,2,0,0,7,1,9,1,6,21,76,17,24,9,4,0,0,3,0,0,3,2017
"1396",1395,"ATLETICO MADRID","LEGANÉS","4-0","2-0",6,8.5,4.7,65,35,5,8,15,2,5,20,89,11,14,10,1,0,0,5,3,9,1,1,18,78,5,16,10,3,0,0,4,0,0,4,2017
"1397",1396,"EIBAR","VILLARREAL","1-0","1-0",3,6.5,6,49,51,5,1,14,8,6,32,66,18,15,18,4,0,0,4,3,11,4,4,29,70,27,38,8,2,0,0,1,0,0,1,2017
"1398",1397,"REAL BETIS","REAL SOCIEDAD","0-0","0-0",2.9,6.2,6.2,50,50,3,5,9,1,4,22,78,13,34,11,2,0,0,4,5,14,5,10,31,79,14,14,7,0,0,0,0,0,0,0,2017
"1399",1398,"LAS PALMAS","BARCELONA","1-1","0-1",4.9,6.8,5.9,36,64,9,1,12,2,6,16,74,6,16,18,6,0,0,3,4,10,3,6,26,86,10,9,13,3,0,0,1,1,1,1,2017
"1400",1399,"ALAVÉS","LEVANTE","1-0","0-0",4.1,6.3,4.8,63,37,8,5,15,2,5,32,80,19,17,13,3,1,0,3,1,6,2,3,16,58,9,19,17,4,0,1,1,0,0,1,2017
"1401",1400,"VILLARREAL","GIRONA","0-2","0-1",4.2,5.2,7.2,63,37,7,5,14,2,7,23,81,22,20,14,4,0,0,1,3,4,0,2,13,65,17,35,18,1,0,0,0,2,2,0,2017
"1402",1401,"SEVILLA FC","ATHLETIC","2-0","2-0",5,6.9,5.2,49,51,7,8,18,3,8,22,77,22,19,14,2,0,0,6,3,10,1,4,24,77,14,13,13,3,0,0,2,0,0,2,2017
"1403",1402,"DEPORTIVO","EIBAR","1-1","1-1",4.7,6.4,6.1,30,70,3,3,7,1,2,18,63,29,42,6,1,0,1,7,3,16,6,9,22,84,25,19,8,2,0,0,1,1,1,1,2017
"1404",1403,"LEGANÉS","MÁLAGA","2-0","0-0",3.2,7,5.9,59,41,5,3,10,2,6,31,77,32,19,11,1,0,0,3,1,4,0,1,21,68,25,26,14,1,0,0,2,0,0,2,2017
"1405",1404,"REAL MADRID","GETAFE","3-1","2-0",6.2,7,5.2,76,24,4,6,14,4,8,14,92,10,3,13,1,0,0,0,4,4,0,0,17,74,9,23,18,2,1,0,3,1,1,3,2017
"1406",1405,"LEVANTE","ESPANYOL","1-1","0-0",4.6,6.3,6,32,68,6,4,14,4,2,23,62,19,28,14,0,0,0,8,3,15,4,1,26,81,23,10,13,3,0,0,1,1,1,1,2017
"1407",1406,"BARCELONA","ATLETICO MADRID","1-0","1-0",3.7,7.3,6,58,42,3,5,16,8,12,17,86,17,16,16,2,0,0,3,1,6,2,1,14,81,8,16,20,2,0,0,1,0,0,1,2017
"1408",1407,"REAL SOCIEDAD","ALAVÉS","2-1","2-1",5.4,7,5.8,60,40,5,5,14,4,8,17,86,19,10,10,0,0,0,1,1,4,2,4,18,75,13,15,13,1,0,0,2,1,1,2,2017
"1409",1408,"VALENCIA","REAL BETIS","2-0","1-0",4.4,7.3,6.2,40,60,3,6,12,3,7,27,84,4,7,14,1,0,0,2,4,9,3,0,17,87,13,13,11,4,0,0,2,0,0,2,2017
"1410",1409,"CELTA","LAS PALMAS","2-1","0-0",6,6.7,6,58,42,4,6,14,4,10,26,81,19,31,13,1,0,0,4,3,10,3,7,12,79,17,33,15,2,0,0,2,1,1,2,2017
